mal_id,aired_from,aired_to,duration,episodes,genres,popularity,premiered,rank,rating,score,scored_by,source,status,studios,synopsis,title,title_english,type
23281,2014-10-10,2014-12-19,23 min ,11,"['Action', 'Sci-Fi', 'Police', 'Psychological']",216,Fall 2014,1741,R - 17+ (violence & profanity),7.44,247710,Original,Finished Airing,"[{'mal_id': 103, 'name': 'Tatsunoko Production'}]","A year and a half after the events of the original sci-fi psychological thriller, Akane Tsunemori continues her work as an inspector—enforcing the Sibyl System's judgments. Joining her are new enforcers and junior inspector Mika Shimotsuki, a young woman blindly and inflexibly loyal to Sibyl. As Akane ponders both the nature of her job and the legitimacy of Sibyl's verdicts, a disturbing new menace emerges. A mysterious figure has discovered a way to control the Crime Coefficient—a number compiled from mental scans that allows Sibyl to gauge psychological health and identify potential criminals. Through these means, he is able to murder an enforcer, leaving behind a cryptic clue: ""WC?"" scrawled in blood on a wall. Akane and the rest of Division 1 soon find themselves playing a deadly game against their new foe, coming face-to-face with a conspiracy threatening not only the authority of the Sibyl System, but the very foundation of Akane's own convictions. [Written by MAL Rewrite]",Psycho-Pass 2,Psycho-Pass 2,TV
23283,2014-07-11,2014-09-26,22 min ,11,"['Mystery', 'Psychological', 'Thriller']",91,Summer 2014,362,R - 17+ (violence & profanity),8.14,403444,Original,Finished Airing,"[{'mal_id': 569, 'name': 'MAPPA'}]","Painted in red, the word ""VON"" is all that is left behind after a terrorist attack on a nuclear facility in Japan. The government is shattered by their inability to act, and the police are left frantically searching for ways to crack down the perpetrators. The public are clueless—until, six months later, a strange video makes its way onto the internet. In it, two teenage boys who identify themselves only as ""Sphinx"" directly challenge the police, threatening to cause destruction and mayhem across Tokyo. Unable to stop the mass panic quickly spreading through the city and desperate for any leads in their investigation, the police struggle to act effectively against these terrorists, with Detective Kenjirou Shibazaki caught in the middle of it all. Zankyou no Terror tells the story of Nine and Twelve, the two boys behind the masked figures of Sphinx. They should not exist, yet they stand strong in a world of deception and secrets while they make the city fall around them, all in the hopes of burying their own tragic truth. [Written by MAL Rewrite]",Zankyou no Terror,Terror in Resonance,TV
23289,2014-07-07,2014-09-22,24 min ,12,"['Comedy', 'Romance', 'School']",134,Summer 2014,513,PG-13 - Teens 13 or older,8.01,327757,4-koma manga,Finished Airing,"[{'mal_id': 95, 'name': 'Doga Kobo'}]","Chiyo Sakura is a cheerful high school girl who has fallen head over heels for the oblivious Umetarou Nozaki. Much to Chiyo's confusion, when she confesses to her beloved Nozaki, he hands her an unfamiliar autograph. As it turns out, the stoic teenage boy is actually a respected shoujo mangaka, publishing under the pen name Sakiko Yumeno! A series of misunderstandings leads to Chiyo becoming one of Nozaki's manga assistants. Throughout the hilarious events that ensue, she befriends many of her quirky schoolmates, including her seemingly shameless fellow assistant, Mikoto Mikoshiba, and the ""Prince of the School,"" Yuu Kashima. Gekkan Shoujo Nozaki-kun follows Chiyo as she strives to help Nozaki with his manga and hopes that he will eventually notice her feelings. [Written by MAL Rewrite]",Gekkan Shoujo Nozaki-kun,Monthly Girls' Nozaki-kun,TV
2330,1999-10-05,2000-03-28,22 min ,26,"['Adventure', 'Fantasy', 'Comedy']",4645,Fall 1999,1911,PG-13 - Teens 13 or older,7.4,4936,Manga,Finished Airing,"[{'mal_id': 80, 'name': 'Trans Arts'}]","Bucky, the protagonist of the history, is a normal boy that lives in the first world. He lives with a single and humble ambition: to dominate the world (in the sense of the whole planet). He is very certain and he would certainly die to reach his dream. One day he meets with Spark, the Great Child of Primas (World One). Spark is known as the strongest Great Child of all of the worlds, and he is a successor's search. After finding Bucky and talk a little with him, Spark without apparent reason choose Bucky his successor. Bucky has just become a Great Child and to win the company of Jibaki, the spirit of the first world. (Source: Wikipedia)",Jibaku-kun,Bucky: The Incredible Kid,TV
2331,1981-10-03,1982-11-30,25 min ,26,"['Action', 'Adventure', 'Sci-Fi', 'Space']",6688,Fall 1981,3244,G - All Ages,7.08,1701,Original,Finished Airing,"[{'mal_id': 73, 'name': 'TMS Entertainment'}]","It is the thirty-first century. Ulysses killed the giant Cyclops when he rescued the children and his son, Telemachus. But the ancient gods of Olympus are angry and threaten a terrible revenge: Ulysses is sentenced to travel through the universe of Olympus with a frozen crew on a quest to find the Kingdom of Hades. Only when he has found the Kingdom of Hades will his crew be free of their curse and he will be able to return to Earth and to his beloved Penelope. (Source: AniDB)",Uchuu Densetsu Ulysses 31,Ulysses 31,TV
23311,2014-10-04,2015-03-28,24 min ,24,"['Action', 'Demons', 'Fantasy', 'Magic', 'Supernatural']",1158,Fall 2014,1832,R - 17+ (violence & profanity),7.42,39406,Original,Finished Airing,"[{'mal_id': 569, 'name': 'MAPPA'}]","In the name of the king, the Valiante Kingdom launched hunts to exterminate users of witchcraft. Seventeen years later, their pursuit is still growing in both size and brutality. Unbeknownst to the citizens, the targets of these witch hunts are the secret protectors of humanity. Known as the Makai Knights and Alchemists, they have a strong will to protect people from Horrors, demons who possess souls plagued by sadness and pain. One such Makai Knight is 17-year-old Leon Luis who inherits the legendary armor of the Golden Knight Garo from his mother. Though he possesses great power, he struggles to overcome the hatred he bears from his mother's death at the hands of the kingdom. His father German, known as Zoro the Shadow Cutting Knight, is still training Leon when he is called to investigate the upsurge of Horrors in the kingdom's capital. Although German knows Leon's will is wavering, he decides to bring Leon along to continue his training. As German and Leon head to the capital, the king's amiable son Alfonso San Valiante struggles to find a solution to the growing Horror threat. But before he can do so, he is double-crossed and banished from his own kingdom. To return home, Alfonso sets out to find the help and strength he needs to reclaim the throne. During his search, he comes across Leon, whose interactions with the prince will forever change both of their fates. [Written by MAL Rewrite]",Garo: Honoo no Kokuin,GARO: THE ANIMATION,TV
23321,2014-10-04,2015-03-28,24 min ,25,"['Action', 'Game', 'Adventure', 'Magic', 'Fantasy']",240,Fall 2014,1188,PG-13 - Teens 13 or older,7.63,240621,Light novel,Finished Airing,"[{'mal_id': 37, 'name': 'Studio Deen'}]","After being trapped in the world of Elder Tale for six months, Shiroe and the other Adventurers have begun to get the hang of things in their new environment. The Adventurers are starting to gain the trust of the People of the Land, and Akiba has flourished thanks to the law and order established by Shiroe's Round Table Alliance, regaining its everyday liveliness. Despite this success, however, the Alliance faces a new crisis: they are running out of funds to govern Akiba, and spies from the Minami district have infiltrated the city. As formidable forces rise in other districts, there is also a need to discover more about the vast new world they are trapped in—leading Shiroe to decide that the time has come to venture outside the city. Accompanied by his friend Naotsugu and the Sage of Mirror Lake Regan, the calculative Shiroe makes his move, hoping to unravel new possibilities and eventually find a way home. [Written by MAL Rewrite]",Log Horizon 2nd Season,Log Horizon 2,TV
23325,2014-07-03,2014-12-18,23 min ,24,"['Action', 'Mecha']",2407,Summer 2014,5714,R - 17+ (violence & profanity),6.51,14681,Original,Finished Airing,"[{'mal_id': 27, 'name': 'Xebec'}]","The Kingdom of Arandas alliance and the Countries Unification of Ingelmia have been at war for many years. The fortress of the Great Wall has remained firmly closed, but when it creaks open, the complexion of the war starts to change dramatically. A new recruit, Susumu Tokimune, is waiting for his first battle. He takes the lead without thinking of the possibility of being trapped, and has a fatal encounter with engineer Jamie Hazaford and the Silver Trailkrieger, Argevollen. The encounter takes place in a corner of the world where fighting has become the norm. This small coincidence is going to change the future of Tokimune's Independent 8th platoon, as well as the course of the war. (Source: Showgate)",Shirogane no Ishi: Argevollen,Argevollen,TV
23327,2014-07-06,2014-09-25,24 min ,13,"['Space', 'Comedy', 'Sci-Fi']",1101,Summer 2014,240,PG-13 - Teens 13 or older,8.26,62479,Original,Finished Airing,"[{'mal_id': 4, 'name': 'Bones'}]","Second season of Space Dandy. Space Dandy is a dandy guy, in space! This dreamy adventurer with a to-die-for pompadour travels across the galaxy in search of aliens no one has ever laid eyes on. Each new species he discovers earns him a hefty reward, but this dandy has to be quick on his feet because it's first come, first served! Accompanied by his sidekicks, a rundown robot named QT and Meow the cat-looking space alien, Dandy bravely explores unknown worlds inhabited by a variety of aliens. Join the best dressed alien hunter in all of space and time as he embarks on an adventure that ends at the edge of the universe! (Source: Bandai Visual)",Space☆Dandy 2nd Season,Space Dandy 2nd Season,TV
2333,1987-10-09,1989-02-17,28 min ,52,"['Adventure', 'Drama', 'Historical', 'Romance']",6985,Fall 1987,3070,G - All Ages,7.12,1219,Novel,Finished Airing,"[{'mal_id': 36, 'name': 'Gallop'}]","In 1625, the young D'Artagnan leaves his village in Gascony to embark for Paris with his grandparents' blessings, taking only his father's sword and a letter of introduction. Seeking audience with Tréville, Captain of the Musketeers of the Guard and his late father's comrade, the poor nobleman aims to become a great hero in the service of King Louis XIII. The young adventurer is astonished by the massive size of Paris, but also overwhelmed. He wanders the city streets, befriending a young orphan named Jean. However, he also ends up offending three of the Musketeers of the Guard: Porthos, Aramis, and Athos. Confronted by the Parisian guards over their illegal dueling, D'Artagnan and the Musketeers fend off five of Cardinal Richelieu's soldiers, and the four of them quickly become friends. The four new comrades set off to stop the Cardinal from starting war between England and France, and protect the image of Queen Anne d'Autriche, the wife of Louis XIII. But what will be the cost of their efforts? [Written by MAL Rewrite]",Anime Sanjuushi,The Three Musketeers,TV
23333,2014-07-07,2014-09-22,24 min ,12,"['Action', 'Sci-Fi', 'Super Power', 'Psychological']",1030,Summer 2014,7496,PG-13 - Teens 13 or older,6.12,52153,Visual novel,Finished Airing,"[{'mal_id': 951, 'name': 'NAZ'}]","Some time ago, the influential and powerful Toue Inc. bought the island of Midorijima, Japan, with the plans of building Platinum Jail—a luxurious utopian facility. Those who are lucky enough to call it home are the wealthiest citizens in the world. The original residents of the island, however, were forced to relocate to the Old Residential District; and after the completion of Platinum Jail, they were completely abandoned. ""Rib"" and ""Rhyme"" are the most common games played on the island. Rib is an old school game in which gangs engage in turf wars against each other, while Rhyme is a technologically advanced game wherein participants fight in a virtual reality. To be able to play Rhyme, you must have an ""All-Mate"" (an AI that typically looks like a pet), and the match must be mediated by an ""Usui."" Aoba Seragaki has no interest in playing either game; he prefers to live a peaceful life with his grandmother and All-Mate, Ren. However, after getting forcefully dragged into a dangerous Rhyme match and hearing rumors about disappearing Rib players, all of Aoba's hopes of living a normal life are completely abolished. [Written by MAL Rewrite]",DRAMAtical Murder,DRAMAtical Murder,TV
